curves|label
{x*y+t^2=y^3-y^2*z+x*z^2+y*z^2-z^3+x^2*t+x*z*t=0,x*t-y*z=y^3+x^2*z-z^3-x*y*t+y^2*t+x*z*t-z^2*t-y*t^2+t^3=0,x*t-y*z=y^3+x^2*z+z^3+x^2*t-y^2*t+x*z*t-z^2*t-t^3=0,x*t-y*z=x*y^2+x^2*z-z^2*t+y*t^2=0,x*t-y*z=x*y^2+x^2*z-z^3+x^2*t+y^2*t+x*z*t-z^2*t-x*t^2-y*t^2+z*t^2-t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+x^2*t-y^2*t-x*z*t-z^2*t-x*t^2+z*t^2+t^3=0}|4.3.a_a_a_ah
{y^2=x^9+2*x^8+2*x^6+2*x^5+2*x^4+2*x,y^2=2*x^9+x^8+x^6+x^5+x^4+x}|4.3.a_a_a_ai
{x*y+t^2=y^3+y^2*z-z^3+x^2*t=0,x*y+t^2=y^3+x*y*z-y^2*z+x*z^2+z^3+x^2*t+x*z*t=0,x*y+t^2=x*y^2+y^2*z+z^3+x^2*t+y^2*t=0}|4.3.a_a_a_aj
{y^2=x^10+2*x^9+x^7+2*x^4+x^3+x^2+2*x+2,y^2=2*x^10+x^9+2*x^7+x^4+2*x^3+2*x^2+x+1,x*y+t^2=y^2*z-z^3+x^2*t+y^2*t+x*z*t+z^2*t=0,x*y+t^2=y^2*z+x*z^2-y*z^2-z^3+x^2*t+y*z*t=0,x*y+t^2=y^3+y^2*z+x*z^2+y*z^2+z^3+x^2*t+x*y*t-y^2*t+x*z*t-y*z*t-z^2*t=0,x*y+t^2=x*y^2-y^3+y^2*z+x*z^2+z^3+x^2*t+y^2*t+x*z*t+y*z*t+z^2*t=0}|4.3.a_a_a_ak
{x*t-y*z=y^3+x^2*z+z^3+x^2*t+y^2*t+z^2*t+y*t^2-z*t^2-t^3=0}|4.3.a_a_a_al
{y^2=x^10+2*x^9+x^8+x^6+2*x^4+2*x^2+x+2}|4.3.a_a_a_aq
{y^2=x^9+2*x}|4.3.a_a_a_as
{x*y+t^2=y^3+x*z^2+y*z^2-z^3+x^2*t-x*y*t+x*z*t=0,x^2+y^2+z*t=y^2*z+y*z^2-y*z*t-z^2*t+x*t^2-y*t^2+z*t^2-t^3=0}|4.3.a_a_a_b
{y^2=x^9+x^5+x^4+2*x^3+2*x^2+x+2,y^2=2*x^9+2*x^5+2*x^4+x^3+x^2+2*x+1,y^2=x^10+x^9+2*x^8+x^7+x^4+2*x^3+x,y^2=2*x^10+2*x^9+x^8+2*x^7+2*x^4+x^3+2*x,y^2=x^10+x^9+x^7+x^5+x^3+x+2,y^2=x^9+2*x^8+x^7+x^5+2*x^4+x^3+2*x^2+2,y^2=2*x^9+x^8+2*x^7+2*x^5+x^4+2*x^3+x^2+1,y^2=x^9+x^8+2*x^7+2*x^6+x^5+x^4+2*x^3+2*x^2+x+1,x*y+t^2=y^3+y^2*z+x*z^2+y*z^2+z^3+x^2*t-x*y*t+y^2*t+y*z*t=0,x*y+t^2=y^3+x*y*z+y*z^2+z^3+x^2*t-y*z*t+z^2*t=0,x*y+t^2=x*y*z-y^2*z+x*z^2-z^3+x^2*t+y*z*t+z^2*t=0,x*y+t^2=y^3+x*y*z+y^2*z+x*z^2-z^3+x^2*t+y*z*t+z^2*t=0,x*y+t^2=y^3+x*y*z+y^2*z+x*z^2+y*z^2-z^3+x^2*t+y^2*t+y*z*t+z^2*t=0,x*y+t^2=y^3+x^2*z+y^2*z+y*z^2-z^3+x*y*t+y^2*t+z^2*t=0,x*t-y*z=y^3+x^2*z-z^3+x*y*t+x*z*t+z^2*t+x*t^2-y*t^2-t^3=0,x*t-y*z=x*y^2+x^2*z+z^2*t+y*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z-z^3+y^2*t-z^2*t+y*t^2+z*t^2-t^3=0,x^2+y^2+z*t=y^3-y*z^2+z^3+y^2*t-z^2*t+x*t^2-y*t^2=0,x^2+y^2+z*t=y^3+x*z^2-y*z^2+y^2*t+x*z*t-y*z*t+z^2*t+x*t^2+z*t^2-t^3=0}|4.3.a_a_a_c
{x*y+t^2=y^2*z+y*z^2-z^3+x^2*t=0,x*y+t^2=y^2*z+z^3+x^2*t+x*z*t-z^2*t=0,x*y+t^2=-y^3+x*z^2+y*z^2+z^3+x^2*t+x*z*t-z^2*t=0,x*y+t^2=x*y*z+y^2*z+x*z^2-y*z^2-z^3+x^2*t-x*z*t-y*z*t=0,x*y+t^2=-y^3+x*y*z+x*z^2-y*z^2+z^3+x^2*t+x*y*t-y^2*t-x*z*t-y*z*t=0,x*y+t^2=-y^3+x*y*z+x*z^2-y*z^2-z^3+x^2*t+x*y*t-y^2*t-x*z*t-y*z*t+z^2*t=0,x*t-y*z=y^3+x^2*z-z^3+z^2*t+y*t^2-t^3=0,x*t-y*z=y^3+x^2*z-z^3+x^2*t+x*z*t+y*t^2+z*t^2-t^3=0,x*t-y*z=y^3+x^2*z-z^3+x^2*t-x*z*t-z^2*t-y*t^2-z*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+y^2*t+x*z*t+z^2*t-t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+x*y*t-z^2*t+x*t^2+y*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^3+y*z^2+x*z*t+z^2*t-y*t^2+z*t^2-t^3=0,x^2+y^2+z*t=y^3+y^2*z-z^3+x*z*t-y*z*t+x*t^2+y*t^2+z*t^2=0,x^2+y^2+z*t=y^2*z+y*z^2-y^2*t+x*z*t-y*z*t+z^2*t-x*t^2+y*t^2-z*t^2-t^3=0,x^2+y^2+z*t=y^3+y^2*z-y*z^2+x*z*t+z^2*t-x*t^2+y*t^2-z*t^2+t^3=0}|4.3.a_a_a_d
{x*y+t^2=y^2*z+x*z^2+z^3+x^2*t-x*y*t+x*z*t-y*z*t+z^2*t=0,x*y+t^2=y^3+x*y*z+y*z^2+z^3+x^2*t+x*y*t-y^2*t+x*z*t-y*z*t=0,x^2+y^2+z*t=y*z^2+y^2*t-z^2*t+x*t^2+y*t^2-z*t^2=0,x^2+y^2+z*t=y^3-y*z^2+z^3-y*z*t-z^2*t+x*t^2-y*t^2=0,x^2+y^2+z*t=y^3+z^3+y^2*t+x*z*t+y*z*t+z^2*t+x*t^2+z*t^2=0}|4.3.a_a_a_e
{x*y+t^2=y^3+y^2*z+x*z^2+y*z^2+z^3+x^2*t-y^2*t+z^2*t=0,x*y+t^2=-y^3-y^2*z+x*z^2-z^3+x^2*t+y^2*t+x*z*t-y*z*t=0,x*y+t^2=y^2*z+x*z^2+z^3+x^2*t-x*y*t+x*z*t+z^2*t=0,x*y+t^2=y^2*z+x*z^2+z^3+x^2*t-x*y*t-y^2*t+x*z*t+y*z*t=0,x*y+t^2=x*y*z+y^2*z+x*z^2-y*z^2-z^3+x^2*t+y*z*t-z^2*t=0,x*t-y*z=y^3+x^2*z-z^3+x*y*t-x*z*t-y*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^3-y*z^2-z^3+y^2*t+z^2*t+x*t^2+y*t^2-z*t^2=0,x^2+y^2+z*t=y^3-y*z^2+z^3+x*z*t+z^2*t+x*t^2+y*t^2-z*t^2-t^3=0,x^2+y^2+z*t=y^3-y*z^2+z^3+x*z*t+y*z*t-z^2*t-x*t^2+y*t^2-z*t^2=0}|4.3.a_a_a_f
{y^2=x^9+x^7+x^6+2*x^5+x^4+2*x^3+x^2+x,y^2=2*x^9+2*x^7+2*x^6+x^5+2*x^4+x^3+2*x^2+2*x,y^2=x^9+2*x^8+2*x^7+2*x^6+2*x^3+2*x^2+2*x+1,y^2=2*x^9+x^8+x^7+x^6+x^3+x^2+x+2,x*y+t^2=y^3-y*z^2+z^3+x^2*t=0,x*y+t^2=y^3-y^2*z+y*z^2+z^3+x^2*t+x*z*t-z^2*t=0,x*t-y*z=y^3+x^2*z+z^2*t-y*t^2-t^3=0,x*t-y*z=y^3+x^2*z-z^3-z^2*t+x*t^2+y*t^2+z*t^2-t^3=0,x*t-y*z=y^3+x^2*z+x^2*t+y^2*t+x*z*t+z^2*t+y*t^2+z*t^2-t^3=0,x*t-y*z=y^3+x^2*z+z^3+x^2*t-y^2*t-z^2*t-x*t^2-y*t^2=0,x^2+y^2+z*t=y*z^2+y^2*t+x*z*t-z^2*t+x*t^2+y*t^2+z*t^2=0,x^2+y^2+z*t=y^2*z+y*z^2+x*z*t-y*z*t+z^2*t+x*t^2-y*t^2-z*t^2=0,x^2+y^2+z*t=y^3+y^2*z-y*z^2-y^2*t+x*z*t+y*z*t+x*t^2+y*t^2-t^3=0,x^2+y^2+z*t=y^3+y^2*z-y*z^2+z^3+y^2*t+x*z*t+z^2*t-x*t^2+y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y^3+x*z^2-y*z^2+z^3+y^2*t+x*z*t-y*z*t+z^2*t-x*t^2+y*t^2+t^3=0}|4.3.a_a_a_g
{x*y+t^2=y^2*z+y*z^2-z^3+x^2*t+y^2*t+x*z*t+y*z*t=0,x*y+t^2=x*y*z+y^2*z+x*z^2-y*z^2-z^3+x^2*t=0,x*y+t^2=y^3+x*y*z-y^2*z+x*z^2-z^3+x^2*t+x*z*t-z^2*t=0}|4.3.a_a_a_h
{y^2=x^9+2*x^7+2*x^4+x^3+x^2+x+2,y^2=2*x^9+x^7+x^4+2*x^3+2*x^2+2*x+1,y^2=x^9+x^8+x^7+2*x^6+x^3+2*x+1,y^2=2*x^9+2*x^8+2*x^7+x^6+2*x^3+x+2,y^2=x^10+x^9+2*x^7+x^4+2*x^2+x+2,y^2=2*x^10+2*x^9+x^7+2*x^4+x^2+2*x+1,x*y+t^2=y^2*z+x*z^2+z^3+x^2*t+x*y*t-y^2*t+x*z*t-y*z*t+z^2*t=0,x*y+t^2=x*y*z+y^2*z-y*z^2-z^3+x^2*t+x*z*t+y*z*t-z^2*t=0,x*y+t^2=y^3+x*y*z+x*z^2-y*z^2-z^3+x^2*t+y^2*t-x*z*t-y*z*t-z^2*t=0,x*y+t^2=y^3+x*y*z-y^2*z+x*z^2+y*z^2+z^3+x^2*t-x*z*t+y*z*t-z^2*t=0,x*t-y*z=y^3+x^2*z+z^3+x*y*t+z^2*t+z*t^2+t^3=0,x*t-y*z=y^3+x^2*z-z^3+x^2*t-y^2*t+x*z*t+z*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z+z^3-z^2*t+y*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+x^2*t-x*y*t+y^2*t-y*t^2+z*t^2=0,x^2+y^2+z*t=y^3-y*z^2+z^3+y*z*t+z^2*t+x*t^2-y*t^2+z*t^2-t^3=0,x^2+y^2+z*t=y^3+y^2*z+y*z^2+x*z*t+y*z*t-z^2*t+x*t^2-y*t^2+t^3=0,x^2+y^2+z*t=y^3+y^2*z+y*z^2-y^2*t+x*z*t-y*z*t-z^2*t+x*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^2*z+y*z^2+z^3+y^2*t+x*z*t+y*z*t+z^2*t-x*t^2-y*t^2+t^3=0,x^2+y^2+z*t=y^3+x*z^2-z^3+y^2*t-z^2*t+x*t^2+y*t^2-z*t^2=0,x^2+y^2+z*t=y^3+x*z^2+z^3-z^2*t-x*t^2-y*t^2+z*t^2-t^3=0}|4.3.a_a_a_i
{y^2=x^9+x^6+x^5+x^4+x^2+2*x+1,y^2=2*x^9+2*x^6+2*x^5+2*x^4+2*x^2+x+2,y^2=x^9+2*x^7+2*x^5+2*x^4+x^2+1,y^2=x^10+x^8+2*x^7+2*x^6+2*x^5+x^4+2*x^2+2*x+1,x*y+t^2=y^3+y^2*z+x*z^2-y*z^2+z^3+x^2*t+x*z*t+y*z*t=0,x^2+y^2+z*t=y^3+y^2*z+y*z^2+y^2*t+x*z*t-y*z*t+z^2*t+x*t^2-y*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3+x*y*t+z^2*t+y*t^2+t^3=0}|4.3.a_a_a_k
{x*y+t^2=-y^3+x*z^2+z^3+x^2*t-x*y*t-y^2*t+y*z*t+z^2*t=0,x*y+t^2=y^3+x^2*z+x*y*z-y^2*z+z^3+x*y*t=0,x*t-y*z=x*y^2+x^2*z+z^3+y^2*t-x*z*t+z^2*t+x*t^2-t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+x^2*t+x*y*t+y^2*t+x*t^2-y*t^2+z*t^2=0,x^2+y^2+z*t=y^3-y*z^2+z^3+y*z*t-z^2*t+x*t^2+y*t^2+z*t^2=0,x^2+y^2+z*t=y^3+y^2*z-z^3+x*z*t-y*z*t+x*t^2+y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y^3+y^2*z-z^3-y^2*t+x*z*t-z^2*t-x*t^2+y*t^2+t^3=0}|4.3.a_a_a_l
{x*y+t^2=y^3+y^2*z+x*z^2+y*z^2+z^3+x^2*t+x*y*t-y^2*t+y*z*t-z^2*t=0,x^2+y^2+z*t=y^3+y^2*z-z^3+y^2*t+x*z*t-z^2*t-y*t^2+z*t^2+t^3=0}|4.3.a_a_a_m
{x*y+t^2=-y^3+x*z^2-y*z^2+z^3+x^2*t-y^2*t+x*z*t-y*z*t+z^2*t=0,x*y+t^2=-y^3-y^2*z+x*z^2-z^3+x^2*t-y^2*t+x*z*t-y*z*t=0,x^2+y^2+z*t=y^3-y*z^2+z^3+y*z*t+x*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^3-y*z^2+y^2*t+x*z*t+z^2*t-y*t^2+t^3=0,x^2+y^2+z*t=y^3-y*z^2+y^2*t+x*z*t+z^2*t+x*t^2+z*t^2=0,x^2+y^2+z*t=y^3+y^2*z-y*z^2+z^3-y^2*t+x*z*t-y*z*t-z^2*t+x*t^2-y*t^2-z*t^2+t^3=0}|4.3.a_a_a_n
{x*y+t^2=y^3+y^2*z+x*z^2+y*z^2+z^3+x^2*t+y^2*t+x*z*t-y*z*t-z^2*t=0,x*y+t^2=x*z^2-y*z^2+z^3+x^2*t+x*y*t-y^2*t+x*z*t-y*z*t=0,x*y+t^2=y^3-y*z^2-z^3+x^2*t-x*y*t-y^2*t+y*z*t-z^2*t=0,x*y+t^2=-y^3+x*y*z+y^2*z-y*z^2-z^3+x^2*t+x*z*t+y*z*t-z^2*t=0,x*y+t^2=y^3+x*y*z-y*z^2-z^3+x^2*t+x*y*t-y^2*t+y*z*t+z^2*t=0,x*y+t^2=x^2*z+x*y*z-y^2*z+z^3+x*y*t=0,x^2+y^2+z*t=y^3+y^2*z-z^3+y*z*t+x*t^2+y*t^2+z*t^2=0,x^2+y^2+z*t=y^2*z+y*z^2+y^2*t+x*z*t+y*z*t-z^2*t+x*t^2-y*t^2+z*t^2-t^3=0}|4.3.a_a_a_o
{x*t-y*z=x*y^2+x^2*z+x^2*t-y^2*t+x*z*t-z^2*t+z*t^2-t^3=0}|4.3.a_a_a_p
{x*y+t^2=-y^3+x*y*z+y^2*z+x*z^2-y*z^2+z^3+x^2*t+x*z*t+y*z*t-z^2*t=0,x^2+y^2+z*t=y^3+y^2*z-z^3+y^2*t+x*z*t-y*z*t-y*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^2*z+y*z^2+y^2*t+x*z*t+x*t^2+y*t^2+t^3=0}|4.3.a_a_a_q
{x*y+t^2=y^2*z+x*z^2-y*z^2+z^3+x^2*t+y*z*t=0,x^2+y^2+z*t=y^2*z+x*z^2+y*z^2-z^3-y^2*t+x*z*t-y*z*t-x*t^2-y*t^2-z*t^2-t^3=0}|4.3.a_a_a_r
{x*y+t^2=y^3-y^2*z+x*z^2-z^3+x^2*t-y^2*t+x*z*t-y*z*t-z^2*t=0,x*t-y*z=y^3+x^2*z+z^3-x*z*t+z^2*t+x*t^2+t^3=0,x^2+y^2+z*t=y^3+y^2*z+y*z^2+y^2*t+x*z*t-y*t^2-z*t^2+t^3=0}|4.3.a_a_ab_a
{x*t-y*z=y^3+x^2*z-z^3+x^2*t+y^2*t-x*z*t-z^2*t-y*t^2-z*t^2+t^3=0,x*t-y*z=y^3+x^2*z+x^2*t+y^2*t-x*z*t-z^2*t-x*t^2+y*t^2=0,x*t-y*z=x*y^2+x^2*z+z^3+y^2*t-z^2*t+x*t^2+z*t^2=0,x*t-y*z=x*y^2+x^2*z+z^3-x*y*t+y^2*t+x*z*t+y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y*z^2+y^2*t+x*t^2-y*t^2+t^3=0}|4.3.a_a_ab_ab
{y^2=x^9+2*x^8+2*x^6+x^5+2*x^4+1,x*y+t^2=-y^3+y^2*z+x*z^2-z^3+x^2*t-y^2*t-y*z*t=0,x*y+t^2=y^3+y^2*z+x*z^2+y*z^2+z^3+x^2*t-y^2*t+x*z*t+y*z*t+z^2*t=0,x*y+t^2=-y^3+y^2*z+x*z^2-z^3+x^2*t+x*y*t-y^2*t-y*z*t-z^2*t=0,x*t-y*z=y^3+x^2*z-z^3+x*y*t+x*z*t+z^2*t+x*t^2+y*t^2-z*t^2-t^3=0}|4.3.a_a_ab_ac
{x*t-y*z=y^3+x^2*z-z^3-x*z*t+z^2*t+x*t^2-t^3=0,x*t-y*z=y^3+x^2*z-z^3-x*z*t-z^2*t+x*t^2+y*t^2+z*t^2=0,x*t-y*z=y^3+x^2*z+z^3-x*z*t+z^2*t+x*t^2-y*t^2-z*t^2+t^3=0,x*t-y*z=y^3+x^2*z+z^3+x^2*t-z^2*t+x*t^2+y*t^2-z*t^2+t^3=0,x*t-y*z=y^3+x^2*z-z^3+x^2*t-y^2*t+z*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z-z^3+x^2*t+x*y*t+y^2*t-x*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^3+y^2*z+y*z^2+z^3+y^2*t+x*z*t+y*z*t-z^2*t+x*t^2-z*t^2=0,x^2+y^2+z*t=y^3+y^2*z-z^3+y^2*t+x*z*t-y*z*t-z^2*t-x*t^2+y*t^2-z*t^2-t^3=0}|4.3.a_a_ab_ad
